,name,id,Type,group,mass (g),year,latitude,longitude,country,continent,country code,area(sq Km),marker_color
910,Tysnes Island,24094,Chondrite,H4,19860.0,1884.0,60.0,5.61667,Norway,Europe,NOR,365244.0,orange
911,Tyumen,24095,Unclassified,Iron,750.0,1903.0,57.16667,65.53333,Russian Federation,Europe,RUS,16376870.0,darkred
912,Uberaba,24096,Chondrite,H5,40000.0,1903.0,-19.81667,-48.78333,Brazil,South America,BRA,8358140.0,orange
913,Ucera,24097,Chondrite,H5,4590.0,1970.0,11.05,-69.85,"Venezuela, Bolivarian Republic of",South America,,,orange
914,Uchkuduk,24098,Chondrite,L6,1000.0,1989.0,41.76667,62.51667,Uzbekistan,Asia,UZB,435892.0,orange
915,Udaipur,24099,Chondrite,H3,2000.0,1976.0,24.57872,73.68626,India,Asia,IND,2973190.0,orange
916,Udei Station,24101,Primitive Achondrite,"Iron, IAB-ung",103000.0,1927.0,7.95,8.08333,Nigeria,Africa,NGA,910770.0,blue
917,Uden,24103,Chondrite,LL7,710.0,1840.0,51.65,5.61667,Netherlands,Europe,NLD,33730.0,orange
918,Udipi,24104,Chondrite,H5,3600.0,1866.0,13.48333,74.78333,India,Asia,IND,2973190.0,orange
919,Ufana,24106,Chondrite,EL6,189.2,1957.0,-4.26667,35.35,"Tanzania, United Republic of",Africa,,,orange
920,Ulmiz,24108,Chondrite,L,76.5,1926.0,46.93333,7.21667,Switzerland,Europe,CHE,39516.0,orange
921,Umm Ruaba,24118,Chondrite,L5,1700.0,1966.0,13.46667,31.21667,Sudan,Africa,SDN,2376000.0,orange
922,Undulung,24121,Chondrite,L4,113.4,1986.0,66.13889,124.76667,Russian Federation,Europe,RUS,16376870.0,orange
923,Unkoku,24123,Chondrite,OC,1000.0,1924.0,34.8,127.0,"Korea, Republic of",Asia,,,orange
924,Urasaki,24129,Unclassified,Stone-uncl,1500.0,1926.0,34.48333,133.28333,Japan,Asia,JPN,364500.0,darkred
925,Usti Nad Orlici,24132,Chondrite,L6,1269.0,1963.0,49.975,16.375,Czechia,Europe,CZE,77230.0,orange
926,Utrecht,24135,Chondrite,L6,9700.0,1843.0,52.11667,5.18333,Netherlands,Europe,NLD,33730.0,orange
927,Utzenstorf,24136,Chondrite,H5,3422.0,1928.0,47.11667,7.55,Switzerland,Europe,CHE,39516.0,orange
928,Valdavur,24144,Chondrite,H6,2799.0,1944.0,11.98333,79.75,India,Asia,IND,2973190.0,orange
929,Valdinizza,24145,Chondrite,L6,1004.0,1903.0,44.86667,9.15,Italy,Europe,ITA,295718.0,orange
930,Valera,24149,Chondrite,L5,50000.0,1972.0,9.31667,-70.62833,"Venezuela, Bolivarian Republic of",South America,,,orange
931,Varre-Sai,53633,Chondrite,L5,2500.0,2010.0,-20.85001,-41.73356,Brazil,South America,BRA,8358140.0,orange
932,Vavilovka,24154,Chondrite,LL6,1932.0,1876.0,46.15,32.83333,Ukraine,Europe,UKR,579320.0,orange
933,Vengerovo,24158,Chondrite,H5,10800.0,1950.0,56.13333,77.26667,Russian Federation,Europe,RUS,16376870.0,orange
934,Veramin,24162,Achondrite,Mesosiderite-B2,54000.0,1880.0,35.33333,51.63333,"Iran, Islamic Republic of",Asia,,,gray
935,Verkhne Tschirskaia,24165,Chondrite,H5,8000.0,1843.0,48.41667,43.2,Russian Federation,Europe,RUS,16376870.0,orange
936,Vernon County,24168,Chondrite,H6,1500.0,1865.0,43.5,-91.16667,United States,North America,USA,9147420.0,orange
937,Vetluga,24169,Achondrite,Eucrite-mmict,750.0,1949.0,57.8,45.8,Russian Federation,Europe,RUS,16376870.0,gray
938,Vigarano,24174,Chondrite,CV3,15000.0,1910.0,44.85,11.4,Italy,Europe,ITA,295718.0,orange
939,Villalbeto de la Peña,24179,Chondrite,L6,3500.0,2004.0,42.8,-4.66667,Spain,Europe,ESP,500010.0,orange
940,Villarrica,24181,Unclassified,Stone-uncl,,1925.0,-25.83333,-56.5,Paraguay,South America,PRY,397300.0,darkred
941,Vilna,24183,Chondrite,L5,0.1,1967.0,54.225,-111.69167,Canada,North America,CAN,8965590.0,orange
942,Virba,24185,Chondrite,L6,3600.0,1873.0,43.53333,22.63333,Bulgaria,Europe,BGR,108560.0,orange
943,Vishnupur,24187,Chondrite,LL4-6,2437.0,1906.0,23.1,87.43333,India,Asia,IND,2973190.0,orange
944,Vissannapeta,24188,Achondrite,Eucrite-cm,1303.8,1997.0,16.83333,80.75,India,Asia,IND,2973190.0,gray
945,Visuni,24189,Chondrite,H6,594.0,1915.0,25.45,70.0,Pakistan,Asia,PAK,770880.0,orange
946,Vouillé,24191,Chondrite,L6,20000.0,1831.0,46.63333,0.16667,France,Europe,FRA,547557.0,orange
947,Walters,24210,Chondrite,L6,28100.0,1946.0,34.33333,-98.3,United States,North America,USA,9147420.0,orange
948,Warrenton,24215,Chondrite,CO3.7,1600.0,1877.0,38.68333,-91.15,United States,North America,USA,9147420.0,orange
949,Washougal,24218,Achondrite,Howardite,225.0,1939.0,45.58333,-122.35,United States,North America,USA,9147420.0,gray
950,Werdama,47344,Chondrite,H5,4000.0,2006.0,32.79732,21.78713,Libya,Africa,LBY,1759540.0,orange
951,Wessely,24244,Chondrite,H5,3750.0,1831.0,48.95,17.38333,Czechia,Europe,CZE,77230.0,orange
952,Wethersfield (1971),24250,Chondrite,L6,350.0,1971.0,41.7,-72.65,United States,North America,USA,9147420.0,orange
953,Wethersfield (1982),24251,Chondrite,L6,2756.0,1982.0,41.71056,-72.67361,United States,North America,USA,9147420.0,orange
954,Whetstone Mountains,49514,Chondrite,H5,2138.74,2009.0,31.96185,-110.434183,United States,North America,USA,9147420.0,orange
955,Wiluna,24281,Chondrite,H5,150000.0,1967.0,-26.59278,120.32833,Australia,Oceania,AUS,7682300.0,orange
956,Witklip Farm,24321,Chondrite,H5,22.0,1918.0,-26.0,30.0,South Africa,Africa,ZAF,1213090.0,orange
957,Witsand Farm,24322,Chondrite,LL4,66.0,1932.0,-28.66667,18.91667,Namibia,Africa,NAM,823290.0,orange
958,Wittekrantz,24323,Chondrite,L5,2200.0,1880.0,-32.5,23.0,South Africa,Africa,ZAF,1213090.0,orange
959,Wolamo,24324,Chondrite,OC,166.4,1964.0,9.0,39.0,Ethiopia,Africa,ETH,1128570.952,orange
960,Woolgorong,24334,Chondrite,L6,36000.0,1960.0,-27.75,115.83333,Australia,Oceania,AUS,7682300.0,orange
961,Worden,24337,Chondrite,L5,1551.0,1997.0,42.38467,-83.6115,United States,North America,USA,9147420.0,orange
962,Wuan,24340,Chondrite,H6,50000.0,1986.0,36.75,114.25,China,Asia,CHN,9424700.7,orange
963,Wuzhi,24342,Unclassified,Stone-uncl,,1931.0,35.13333,113.33333,China,Asia,CHN,9424700.7,darkred
964,Xi Ujimgin,24345,Chondrite,L/LL6-an,5900.0,1980.0,44.66667,117.5,China,Asia,CHN,9424700.7,orange
965,Xingyang,24346,Chondrite,H6,75500.0,1977.0,32.33333,114.31667,China,Asia,CHN,9424700.7,orange
966,Yafa,24351,Chondrite,H5,5700.0,2000.0,13.71111,45.17,Yemen,Asia,,,orange
967,Yambo,30345,Chondrite,H5,4.0,1951.0,1.0,22.5,"Congo, The Democratic Republic of the",Africa,,,orange
968,Yangchiang,30348,Chondrite,H5,20000.0,1954.0,21.83333,111.83333,China,Asia,CHN,9424700.7,orange
969,Yanzhuang,30350,Chondrite,H6,3500.0,1990.0,24.56667,114.16667,China,Asia,CHN,9424700.7,orange
970,Yardymly,30352,Primitive Achondrite,"Iron, IAB complex",150200.0,1959.0,38.93333,48.25,Azerbaijan,Asia,AZE,82656.0,blue
971,Yatoor,30358,Chondrite,H5,13600.0,1852.0,14.3,79.76667,India,Asia,IND,2973190.0,orange
972,Yonozu,30366,Chondrite,H4/5,31650.0,1837.0,37.75,139.0,Japan,Asia,JPN,364500.0,orange
973,Yorktown (New York),30370,Chondrite,L5,250.0,1869.0,41.28333,-73.81667,United States,North America,USA,9147420.0,orange
974,Yoshiki,30372,Unclassified,Stone-uncl,0.1,1928.0,34.16667,131.45,Japan,Asia,JPN,364500.0,darkred
975,Yukan,30377,Chondrite,LL6,4800.0,1931.0,28.71667,116.61667,China,Asia,CHN,9424700.7,orange
976,Yurtuk,30378,Achondrite,Howardite,1472.0,1936.0,47.31667,35.36667,Ukraine,Europe,UKR,579320.0,gray
977,Zabrodje,30380,Chondrite,L6,3000.0,1893.0,55.18333,27.91667,Belarus,Europe,BLR,202902.0,orange
978,Zag,30384,Chondrite,H3-6,175000.0,1998.0,27.33333,-9.33333,Morocco,Africa,MAR,446300.0,orange
979,Zagami,30386,Achondrite,Martian (shergottite),18000.0,1962.0,11.73333,7.08333,Nigeria,Africa,NGA,910770.0,gray
980,Zaisan,30388,Chondrite,H5,463.0,1963.0,47.5,83.0,Kazakhstan,Asia,KAZ,2699700.0,orange
981,Zaisho,30389,Achondrite,"Pallasite, PMG-an",330.0,1898.0,33.7,133.8,Japan,Asia,JPN,364500.0,gray
982,Zaoyang,30391,Chondrite,H5,14250.0,1984.0,32.3,112.75,China,Asia,CHN,9424700.7,orange
983,Zavetnoe,30395,Chondrite,L6,800.0,1952.0,47.13333,43.9,Russian Federation,Europe,RUS,16376870.0,orange
984,Zavid,30396,Chondrite,L6,95000.0,1897.0,44.4,19.11667,Serbia,Europe,SRB,87460.0,orange
985,Zemaitkiemis,30399,Chondrite,L6,44100.0,1933.0,55.3,25.0,Lithuania,Europe,LTU,62675.0,orange
986,Zhaodong,30404,Chondrite,L4,42000.0,1984.0,45.81667,125.91667,China,Asia,CHN,9424700.7,orange
987,Zhovtnevyi,30407,Chondrite,H6,107000.0,1938.0,47.58333,37.25,Ukraine,Europe,UKR,579320.0,orange
988,Zhuanghe,30408,Chondrite,H5,2900.0,1976.0,39.66667,122.98333,China,Asia,CHN,9424700.7,orange
989,Zmenj,30411,Achondrite,Howardite,246.0,1858.0,51.83333,26.83333,Belarus,Europe,BLR,202902.0,gray
990,Zomba,30412,Chondrite,L6,7500.0,1899.0,-15.18333,35.28333,Malawi,Africa,MWI,94280.0,orange
991,Zsadany,30413,Chondrite,H5,552.0,1875.0,46.93333,21.5,Hungary,Europe,HUN,90530.0,orange
992,Zvonkov,30415,Chondrite,H6,2568.0,1955.0,50.2,30.25,Ukraine,Europe,UKR,579320.0,orange
